timeStr,type,overloadTime,eventId,homeScore,awayScore,profileUrl,isHome,ownGoal,goalDescription,isPenaltyShootoutEvent,fullName,playerId,newScore,penShootoutScore,assistStr,assistProfileUrl,assistPlayerId,assistKey,assistInput,shotmapEvent.id,shotmapEvent.eventType,shotmapEvent.teamId,shotmapEvent.playerId,shotmapEvent.playerName,shotmapEvent.x,shotmapEvent.y,shotmapEvent.min,shotmapEvent.minAdded,shotmapEvent.isBlocked,shotmapEvent.isOnTarget,shotmapEvent.blockedX,shotmapEvent.blockedY,shotmapEvent.goalCrossedY,shotmapEvent.goalCrossedZ,shotmapEvent.expectedGoals,shotmapEvent.expectedGoalsOnTarget,shotmapEvent.shotType,shotmapEvent.situation,shotmapEvent.period,shotmapEvent.isOwnGoal,shotmapEvent.onGoalShot.x,shotmapEvent.onGoalShot.y,shotmapEvent.onGoalShot.zoomRatio,shotmapEvent.isSavedOffLine,shotmapEvent.isFromInsideBox,shotmapEvent.keeperId,shotmapEvent.firstName,shotmapEvent.lastName,shotmapEvent.fullName,shotmapEvent.teamColor,card,cardDescription,minutesAddedStr,minutesAddedKey,minutesAddedInput,halfStrShort,halfStrKey,injuredPlayerOut,substitution_name,substitution_id,substitution_profileUrl
65,Substitution,0.0,,1,3,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Rayan Cherki,1104053,/players/1104053/rayan-cherki
65,Substitution,0.0,,1,3,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Bradley Barcola,1297165,/players/1297165/bradley-barcola
66,Substitution,0.0,,1,3,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Sondre Klingen Langås,1127585,/players/1127585/sondre-klingen-langas
74,Card,,14215084.0,1,3,/players/914458/aurelien-tchouameni,False,,,,Aurélien Tchouaméni,914458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,
76,Substitution,0.0,,1,3,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Ibrahima Konaté,820140,/players/820140/ibrahima-konate
83,Substitution,0.0,,1,3,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Antonio Nusa,1248482,/players/1248482/antonio-nusa
83,Substitution,0.0,,1,3,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Jens Petter Hauge,741397,/players/741397/jens-petter-hauge
86,Substitution,0.0,,1,3,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Jean-Philippe Mateta,706297,/players/706297/jean-philippe-mateta
86,Substitution,0.0,,1,3,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Malo Gusto,1197250,/players/1197250/malo-gusto
90,AddedTime,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+ 5 minutes added,added_injury_time,5.0,,,,,,
90 + 4,Goal,4.0,14215127.0,1,3,/players/1339208/desire-doue,False,,Header,False,Désiré Doué,1339208.0,"[1, 4]",,assist by Bradley Barcola,/players/1297165/bradley-barcola,1297165.0,assist_by,Bradley Barcola,2945498291.0,Goal,6723.0,1339208.0,Désiré Doué,95.54385964789999,33.466249999999995,90.0,4.0,False,True,,,31.331249999999997,1.2199999940000001,0.12023282796144485,0.6335271000862122,Header,RegularPlay,SecondHalf,False,1.7060185185185193,0.32275132116402117,1.0,False,True,631757.0,Désiré,Doué,Désiré Doué,#26406A,,,,,,,,,,,
90,Half,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FT,fulltime_short,,,,
